DRYBULBTEMPF,RelativeHumidity,WindSpeed,WindDirection,StationPressure,VISIBILITY
41.0,51.0,18.0,310.0,30.03,10.0
71.0,42.0,14.0,290.0,29.93,10.0
42.0,49.0,15.0,290.0,29.94,10.0
81.0,61.0,13.0,300.0,29.88,10.0
40.0,83.0,23.0,360.0,30.19,10.0
28.0,49.0,6.0,360.0,30.27,10.0
53.0,83.0,18.0,360.0,29.71,10.0
67.0,81.0,5.0,300.0,29.93,8.0
65.0,54.0,15.0,320.0,29.85,10.0
29.0,45.0,5.0,280.0,30.5,10.0
69.0,63.0,21.0,300.0,29.69,10.0
68.0,23.0,17.0,320.0,29.9,10.0
51.0,50.0,11.0,330.0,30.0,10.0
62.0,60.0,13.0,310.0,30.01,10.0
49.0,77.0,17.0,270.0,29.53,10.0
40.0,35.0,8.0,300.0,30.32,10.0
72.0,79.0,7.0,360.0,29.98,10.0
76.0,19.0,7.0,350.0,30.04,10.0
77.0,32.0,9.0,360.0,29.97,10.0
44.0,31.0,14.0,320.0,30.02,10.0
52.0,40.0,9.0,250.0,30.12,10.0
64.0,52.0,18.0,310.0,29.97,10.0
49.0,44.0,29.0,310.0,29.75,10.0
61.0,63.0,15.0,350.0,30.1,10.0
57.0,90.0,3.0,360.0,30.16,5.0
44.0,32.0,20.0,320.0,30.37,10.0
41.0,45.0,14.0,330.0,30.12,10.0
84.0,59.0,6.0,360.0,29.83,10.0
62.0,46.0,15.0,300.0,29.68,10.0
70.0,76.0,10.0,330.0,29.83,10.0
30.0,45.0,13.0,330.0,30.25,10.0
40.0,49.0,20.0,300.0,29.91,10.0
63.0,54.0,18.0,320.0,29.82,10.0
67.0,47.0,11.0,360.0,29.98,10.0
40.0,58.0,11.0,260.0,30.38,10.0
57.0,58.0,13.0,320.0,29.98,10.0
65.0,22.0,10.0,330.0,30.0,10.0
66.0,59.0,13.0,310.0,29.84,10.0
62.0,28.0,10.0,350.0,30.03,10.0
69.0,29.0,11.0,300.0,30.12,10.0
76.0,50.0,10.0,360.0,30.11,10.0
74.0,37.0,21.0,270.0,29.8,10.0
32.0,38.0,10.0,350.0,30.38,10.0
56.0,33.0,8.0,350.0,30.05,10.0
74.0,38.0,9.0,310.0,29.92,10.0
47.0,66.0,17.0,310.0,29.59,10.0
65.0,51.0,14.0,320.0,29.79,10.0
76.0,33.0,18.0,340.0,29.96,10.0
85.0,26.0,14.0,290.0,29.88,10.0
54.0,55.0,11.0,320.0,30.18,10.0
53.0,89.0,10.0,260.0,29.64,8.0
33.0,54.0,11.0,340.0,30.29,10.0
46.0,89.0,20.0,360.0,30.1,7.0
53.0,43.0,7.0,260.0,30.15,10.0
52.0,72.0,11.0,320.0,29.79,10.0
68.0,61.0,17.0,260.0,29.84,10.0
76.0,62.0,8.0,340.0,30.07,10.0
68.0,38.0,8.0,340.0,30.2,10.0
35.0,67.0,18.0,310.0,29.96,10.0
75.0,48.0,8.0,270.0,30.25,10.0
47.0,54.0,23.0,300.0,29.88,10.0
66.0,49.0,6.0,340.0,30.05,10.0
61.0,39.0,7.0,270.0,30.0,10.0
41.0,86.0,24.0,360.0,30.17,9.0
53.0,47.0,18.0,320.0,29.96,10.0
34.0,64.0,11.0,300.0,30.06,10.0
65.0,32.0,14.0,310.0,30.17,10.0
68.0,61.0,11.0,360.0,29.94,10.0
79.0,54.0,15.0,310.0,29.86,10.0
63.0,12.0,31.0,310.0,29.85,10.0
83.0,41.0,9.0,320.0,29.85,10.0
52.0,83.0,21.0,340.0,29.66,10.0
41.0,51.0,15.0,300.0,29.95,10.0
71.0,57.0,10.0,360.0,30.1,10.0
70.0,64.0,18.0,300.0,29.66,10.0
35.0,64.0,16.0,320.0,29.96,10.0
53.0,80.0,18.0,320.0,29.75,10.0
66.0,54.0,13.0,350.0,30.06,10.0
73.0,57.0,8.0,270.0,29.86,10.0
74.0,67.0,11.0,260.0,29.8,10.0
71.0,59.0,13.0,300.0,29.77,10.0
36.0,70.0,14.0,260.0,29.85,10.0
63.0,90.0,9.0,350.0,30.11,5.0
64.0,87.0,9.0,270.0,29.9,10.0
50.0,54.0,15.0,290.0,29.85,10.0
64.0,32.0,20.0,340.0,29.87,10.0
64.0,60.0,11.0,300.0,29.7,10.0
56.0,72.0,14.0,360.0,30.25,10.0
74.0,46.0,6.0,310.0,29.9,10.0
76.0,50.0,16.0,350.0,29.89,10.0
77.0,66.0,3.0,270.0,30.06,10.0
70.0,47.0,9.0,270.0,29.95,10.0
64.0,37.0,16.0,270.0,30.08,10.0
44.0,79.0,16.0,360.0,29.78,10.0
67.0,81.0,17.0,340.0,29.86,10.0
46.0,77.0,18.0,360.0,29.74,10.0
41.0,65.0,10.0,260.0,30.14,10.0
46.0,54.0,23.0,300.0,29.79,10.0
38.0,52.0,15.0,300.0,29.94,10.0
63.0,35.0,10.0,260.0,29.97,10.0
60.0,41.0,14.0,320.0,29.97,10.0
45.0,54.0,10.0,330.0,30.05,10.0
60.0,75.0,9.0,360.0,30.17,10.0
44.0,40.0,18.0,270.0,29.9,10.0
73.0,71.0,10.0,330.0,29.87,10.0
71.0,55.0,8.0,310.0,29.88,10.0
58.0,36.0,10.0,310.0,30.2,10.0
73.0,66.0,11.0,310.0,29.9,10.0
44.0,79.0,17.0,360.0,29.77,10.0
29.0,36.0,24.0,280.0,29.85,10.0
67.0,57.0,5.0,320.0,30.01,10.0
72.0,44.0,20.0,280.0,29.88,10.0
90.0,33.0,9.0,300.0,29.89,10.0
41.0,62.0,15.0,340.0,29.91,10.0
63.0,56.0,14.0,330.0,30.0,10.0
52.0,64.0,7.0,360.0,30.15,10.0
50.0,71.0,7.0,360.0,30.18,10.0
66.0,70.0,10.0,360.0,30.19,10.0
57.0,81.0,6.0,350.0,29.87,10.0
43.0,80.0,20.0,350.0,29.78,10.0
57.0,45.0,18.0,310.0,29.82,10.0
58.0,53.0,10.0,260.0,30.03,10.0
51.0,80.0,10.0,270.0,29.56,10.0
37.0,86.0,7.0,320.0,29.98,6.0
45.0,56.0,13.0,350.0,29.87,10.0
68.0,59.0,13.0,310.0,29.78,10.0
51.0,56.0,13.0,300.0,29.93,10.0
35.0,64.0,21.0,260.0,29.73,10.0
53.0,45.0,21.0,300.0,29.79,10.0
53.0,77.0,18.0,330.0,29.73,10.0
77.0,37.0,13.0,260.0,29.86,10.0
55.0,74.0,8.0,350.0,30.22,10.0
58.0,90.0,9.0,350.0,29.93,10.0
61.0,32.0,11.0,260.0,30.09,10.0
38.0,48.0,17.0,330.0,30.04,10.0
78.0,18.0,11.0,280.0,29.99,10.0
77.0,82.0,9.0,330.0,29.97,3.0
66.0,32.0,11.0,300.0,30.08,10.0
51.0,86.0,23.0,350.0,29.67,10.0
60.0,26.0,18.0,260.0,30.07,10.0
46.0,66.0,8.0,310.0,29.91,10.0
61.0,67.0,10.0,320.0,30.03,10.0
62.0,46.0,14.0,320.0,29.75,10.0
83.0,33.0,10.0,310.0,29.91,10.0
53.0,48.0,20.0,300.0,29.63,10.0
76.0,37.0,10.0,300.0,29.87,10.0
41.0,47.0,17.0,310.0,29.98,10.0
67.0,66.0,13.0,320.0,29.73,10.0
35.0,61.0,14.0,290.0,29.87,10.0
59.0,42.0,16.0,300.0,29.67,10.0
76.0,77.0,3.0,270.0,29.94,10.0
50.0,48.0,26.0,320.0,29.72,10.0
80.0,30.0,9.0,310.0,30.11,10.0
73.0,50.0,7.0,310.0,30.08,10.0
83.0,33.0,7.0,340.0,29.78,10.0
54.0,51.0,10.0,260.0,29.97,10.0
40.0,33.0,18.0,360.0,30.49,10.0
55.0,83.0,9.0,310.0,29.89,10.0
37.0,76.0,6.0,360.0,30.31,10.0
75.0,46.0,8.0,360.0,30.06,10.0
59.0,39.0,25.0,310.0,29.71,10.0
53.0,51.0,9.0,350.0,29.92,10.0
64.0,68.0,7.0,330.0,29.87,10.0
61.0,34.0,30.0,330.0,29.58,10.0
80.0,38.0,7.0,290.0,29.83,10.0
77.0,37.0,15.0,360.0,29.93,10.0
32.0,43.0,9.0,310.0,30.23,10.0
52.0,50.0,7.0,360.0,29.9,10.0
40.0,35.0,15.0,300.0,30.06,10.0
55.0,80.0,8.0,260.0,29.76,10.0
85.0,33.0,8.0,340.0,30.0,10.0
23.0,46.0,13.0,280.0,30.23,10.0
57.0,37.0,18.0,340.0,29.99,10.0
79.0,67.0,13.0,340.0,29.91,10.0
44.0,55.0,16.0,320.0,29.9,10.0
66.0,56.0,18.0,320.0,30.06,10.0
30.0,49.0,26.0,270.0,29.78,10.0
46.0,42.0,20.0,260.0,29.84,10.0
30.0,45.0,14.0,340.0,30.24,10.0
41.0,53.0,18.0,280.0,29.89,10.0
26.0,37.0,21.0,270.0,30.1,10.0
70.0,84.0,15.0,360.0,29.91,6.0
72.0,76.0,9.0,350.0,29.86,10.0
71.0,44.0,17.0,280.0,29.89,10.0
71.0,42.0,16.0,300.0,29.9,10.0
74.0,48.0,14.0,290.0,29.81,10.0
63.0,17.0,16.0,310.0,29.85,10.0
48.0,61.0,7.0,340.0,30.0,10.0
83.0,55.0,13.0,360.0,29.85,10.0
33.0,29.0,29.0,270.0,29.86,10.0
68.0,51.0,14.0,310.0,29.87,10.0
58.0,26.0,15.0,280.0,30.09,10.0
45.0,83.0,16.0,350.0,29.77,7.0
59.0,33.0,20.0,340.0,29.97,10.0
56.0,46.0,23.0,310.0,29.88,10.0
52.0,53.0,17.0,310.0,29.55,10.0
56.0,67.0,8.0,290.0,30.31,10.0
56.0,40.0,20.0,310.0,29.97,10.0
36.0,86.0,17.0,340.0,29.77,5.0
58.0,53.0,3.0,320.0,30.11,10.0
67.0,53.0,9.0,360.0,30.05,10.0
52.0,47.0,21.0,290.0,29.75,10.0
58.0,42.0,26.0,300.0,29.56,10.0
71.0,47.0,14.0,290.0,30.12,10.0
38.0,57.0,16.0,310.0,29.96,10.0
78.0,50.0,18.0,300.0,29.59,10.0
53.0,52.0,13.0,300.0,29.99,10.0
74.0,54.0,5.0,280.0,29.87,10.0
44.0,55.0,8.0,280.0,30.08,10.0
36.0,46.0,14.0,320.0,30.2,10.0
41.0,49.0,14.0,280.0,30.05,10.0
52.0,57.0,6.0,290.0,30.25,10.0
47.0,46.0,28.0,310.0,29.79,10.0
42.0,65.0,7.0,280.0,30.21,10.0
40.0,43.0,11.0,310.0,30.33,10.0
35.0,72.0,17.0,270.0,29.83,10.0
57.0,42.0,13.0,320.0,29.96,10.0
56.0,39.0,14.0,360.0,30.04,10.0
38.0,83.0,8.0,350.0,29.97,10.0
52.0,89.0,18.0,260.0,29.5,10.0
38.0,52.0,9.0,280.0,30.27,10.0
53.0,77.0,23.0,340.0,29.67,10.0
34.0,31.0,10.0,320.0,30.27,10.0
59.0,48.0,16.0,280.0,29.65,10.0
60.0,36.0,20.0,290.0,29.62,10.0
50.0,57.0,14.0,350.0,30.1,10.0
27.0,32.0,23.0,270.0,30.04,10.0
35.0,82.0,17.0,300.0,29.58,3.0
62.0,40.0,9.0,280.0,29.94,10.0
67.0,47.0,9.0,280.0,29.96,10.0
83.0,37.0,14.0,290.0,29.86,10.0
54.0,51.0,14.0,310.0,29.88,10.0
81.0,30.0,18.0,360.0,29.89,10.0
81.0,38.0,16.0,310.0,29.8,10.0
76.0,37.0,11.0,270.0,29.85,10.0
52.0,83.0,17.0,340.0,29.76,7.0
78.0,58.0,15.0,300.0,29.68,10.0
25.0,40.0,20.0,280.0,30.11,10.0
56.0,47.0,15.0,310.0,29.6,10.0
70.0,35.0,10.0,280.0,29.98,10.0
40.0,47.0,10.0,310.0,30.25,10.0
63.0,58.0,17.0,360.0,30.11,10.0
36.0,82.0,17.0,310.0,29.57,3.0
59.0,75.0,3.0,290.0,29.98,10.0
40.0,77.0,25.0,360.0,30.22,10.0
38.0,46.0,18.0,320.0,30.02,10.0
78.0,52.0,13.0,340.0,29.97,10.0
69.0,59.0,16.0,260.0,29.53,10.0
37.0,67.0,10.0,310.0,30.27,10.0
62.0,50.0,15.0,300.0,29.66,10.0
68.0,45.0,17.0,350.0,29.98,10.0
37.0,73.0,11.0,330.0,29.92,10.0
68.0,42.0,13.0,260.0,29.86,10.0
52.0,49.0,22.0,310.0,29.8,10.0
46.0,58.0,7.0,350.0,30.0,10.0
51.0,83.0,23.0,320.0,29.63,9.0
75.0,71.0,13.0,340.0,29.81,10.0
89.0,41.0,18.0,320.0,29.86,10.0
64.0,33.0,22.0,310.0,29.62,10.0
66.0,34.0,14.0,270.0,29.77,10.0
42.0,30.0,18.0,280.0,29.92,10.0
55.0,53.0,10.0,270.0,29.85,10.0
35.0,70.0,7.0,330.0,30.3,10.0
52.0,55.0,8.0,300.0,29.84,10.0
37.0,70.0,7.0,320.0,29.98,10.0
77.0,29.0,16.0,250.0,30.02,10.0
40.0,47.0,14.0,310.0,29.96,10.0
47.0,42.0,16.0,320.0,30.04,10.0
29.0,39.0,18.0,290.0,30.12,10.0
59.0,38.0,8.0,320.0,30.06,10.0
60.0,22.0,20.0,300.0,29.73,10.0
45.0,90.0,5.0,280.0,29.82,9.0
59.0,39.0,18.0,250.0,29.87,10.0
35.0,82.0,18.0,320.0,29.94,9.0
58.0,41.0,10.0,250.0,30.13,10.0
51.0,83.0,5.0,290.0,29.59,10.0
56.0,47.0,11.0,280.0,29.83,10.0
76.0,67.0,14.0,350.0,29.89,10.0
81.0,53.0,9.0,290.0,29.82,10.0
45.0,42.0,16.0,250.0,29.92,10.0
37.0,27.0,15.0,310.0,30.32,10.0
83.0,49.0,17.0,300.0,29.83,10.0
76.0,37.0,17.0,320.0,29.97,10.0
38.0,83.0,8.0,360.0,29.97,10.0
57.0,51.0,17.0,320.0,29.6,10.0
76.0,39.0,8.0,360.0,29.85,10.0
44.0,37.0,11.0,330.0,30.15,10.0
56.0,60.0,17.0,330.0,30.2,10.0
85.0,50.0,7.0,360.0,29.84,10.0
79.0,38.0,11.0,340.0,30.04,10.0
55.0,42.0,11.0,350.0,30.09,10.0
78.0,45.0,8.0,320.0,29.88,10.0
24.0,40.0,21.0,280.0,30.17,10.0
63.0,56.0,21.0,320.0,29.83,10.0
29.0,51.0,9.0,250.0,30.49,10.0
49.0,56.0,20.0,280.0,29.87,10.0
61.0,78.0,11.0,260.0,29.67,10.0
68.0,38.0,15.0,280.0,29.9,10.0
69.0,42.0,14.0,260.0,29.82,10.0
84.0,53.0,8.0,310.0,29.82,10.0
73.0,41.0,21.0,330.0,30.0,10.0
62.0,43.0,16.0,310.0,30.04,10.0
33.0,61.0,14.0,340.0,30.19,10.0
74.0,57.0,11.0,350.0,29.81,10.0
50.0,43.0,9.0,250.0,30.18,10.0
46.0,77.0,17.0,360.0,29.75,10.0
78.0,45.0,8.0,330.0,29.81,10.0
40.0,35.0,10.0,300.0,30.34,10.0
60.0,33.0,13.0,320.0,30.13,10.0
38.0,73.0,10.0,300.0,30.0,10.0
45.0,77.0,17.0,360.0,29.8,8.0
45.0,77.0,10.0,340.0,30.37,10.0
73.0,37.0,7.0,360.0,29.98,10.0
62.0,32.0,14.0,310.0,30.12,10.0
58.0,75.0,10.0,350.0,30.05,10.0
39.0,65.0,10.0,320.0,29.87,10.0
79.0,52.0,5.0,330.0,30.18,10.0
72.0,44.0,14.0,340.0,29.86,10.0
58.0,48.0,13.0,330.0,29.97,10.0
83.0,38.0,13.0,360.0,29.8,10.0
77.0,42.0,9.0,310.0,30.04,10.0
50.0,59.0,14.0,320.0,29.83,10.0
81.0,38.0,14.0,260.0,29.82,10.0
72.0,48.0,13.0,320.0,30.07,10.0
62.0,62.0,10.0,300.0,30.01,10.0
37.0,42.0,14.0,320.0,30.16,10.0
68.0,38.0,20.0,320.0,29.84,10.0
40.0,53.0,14.0,300.0,29.95,10.0
62.0,35.0,15.0,270.0,29.84,10.0
55.0,44.0,13.0,320.0,29.97,10.0
48.0,52.0,13.0,280.0,29.8,10.0
54.0,72.0,22.0,340.0,29.7,10.0
40.0,58.0,16.0,260.0,30.07,10.0
67.0,59.0,6.0,320.0,30.08,10.0
41.0,41.0,7.0,310.0,30.31,10.0
82.0,29.0,9.0,350.0,30.02,10.0
66.0,73.0,5.0,360.0,30.11,10.0
56.0,46.0,14.0,330.0,29.98,10.0
87.0,45.0,21.0,290.0,29.86,10.0
43.0,65.0,10.0,360.0,30.41,10.0
36.0,82.0,16.0,330.0,29.84,10.0
72.0,52.0,13.0,330.0,29.87,10.0
62.0,80.0,10.0,290.0,29.7,7.0
58.0,87.0,14.0,340.0,29.91,5.0
53.0,59.0,8.0,360.0,30.13,10.0
31.0,38.0,18.0,300.0,30.25,10.0
74.0,56.0,8.0,260.0,29.86,10.0
58.0,42.0,5.0,330.0,30.12,10.0
81.0,37.0,10.0,340.0,29.92,10.0
32.0,82.0,18.0,260.0,29.63,6.0
56.0,46.0,13.0,340.0,30.25,10.0
67.0,55.0,11.0,340.0,29.87,10.0
44.0,51.0,8.0,280.0,30.07,10.0
55.0,67.0,3.0,330.0,30.32,10.0
66.0,61.0,8.0,330.0,30.02,10.0
59.0,56.0,13.0,340.0,29.77,10.0
41.0,86.0,22.0,330.0,29.64,10.0
44.0,49.0,29.0,340.0,29.8,10.0
67.0,57.0,3.0,330.0,29.99,10.0
65.0,21.0,11.0,360.0,30.23,10.0
32.0,52.0,11.0,350.0,30.33,10.0
34.0,70.0,5.0,360.0,30.29,10.0
34.0,54.0,9.0,320.0,30.23,10.0
71.0,51.0,21.0,310.0,29.95,10.0
54.0,51.0,9.0,310.0,30.1,10.0
72.0,66.0,15.0,360.0,29.87,10.0
76.0,27.0,13.0,330.0,29.92,10.0
66.0,78.0,3.0,340.0,30.14,10.0
52.0,38.0,16.0,280.0,29.86,10.0
62.0,52.0,8.0,360.0,29.75,10.0
37.0,70.0,8.0,350.0,30.28,10.0
42.0,60.0,9.0,360.0,30.09,10.0
58.0,50.0,10.0,280.0,30.01,10.0
61.0,44.0,14.0,260.0,30.05,10.0
39.0,60.0,15.0,300.0,29.95,10.0
71.0,32.0,3.0,320.0,30.18,10.0
59.0,41.0,21.0,310.0,29.74,10.0
68.0,65.0,3.0,270.0,30.21,10.0
49.0,83.0,15.0,270.0,29.53,10.0
76.0,42.0,7.0,360.0,30.14,10.0
61.0,52.0,16.0,300.0,29.62,10.0
39.0,67.0,11.0,310.0,29.87,10.0
73.0,20.0,21.0,310.0,30.08,10.0
48.0,61.0,10.0,320.0,29.88,10.0
56.0,32.0,22.0,320.0,29.88,10.0
72.0,73.0,7.0,360.0,29.87,10.0
73.0,87.0,8.0,360.0,29.96,8.0
80.0,67.0,14.0,260.0,29.86,10.0
62.0,38.0,11.0,280.0,30.09,10.0
78.0,54.0,11.0,350.0,29.85,10.0
32.0,64.0,11.0,310.0,30.07,10.0
44.0,79.0,16.0,360.0,29.77,10.0
42.0,62.0,13.0,320.0,29.94,10.0
63.0,56.0,17.0,320.0,29.79,10.0
34.0,27.0,23.0,290.0,29.85,10.0
42.0,76.0,11.0,280.0,30.0,10.0
66.0,90.0,3.0,260.0,30.16,10.0
38.0,52.0,11.0,340.0,30.01,10.0
34.0,67.0,15.0,310.0,29.97,10.0
38.0,41.0,13.0,310.0,30.16,10.0
43.0,45.0,22.0,290.0,29.92,10.0
70.0,71.0,18.0,340.0,29.88,10.0
35.0,72.0,17.0,260.0,29.82,10.0
34.0,85.0,18.0,290.0,29.59,1.5
48.0,46.0,14.0,320.0,30.23,10.0
50.0,77.0,13.0,290.0,29.56,10.0
38.0,79.0,22.0,310.0,29.59,3.0
74.0,82.0,10.0,320.0,29.67,10.0
70.0,55.0,10.0,360.0,29.94,10.0
61.0,70.0,11.0,310.0,30.03,10.0
79.0,60.0,10.0,310.0,29.81,10.0
58.0,42.0,10.0,260.0,30.12,10.0
67.0,59.0,10.0,260.0,29.73,10.0
74.0,40.0,21.0,320.0,29.9,10.0
61.0,81.0,10.0,340.0,30.2,10.0
44.0,89.0,18.0,360.0,30.12,8.0
46.0,50.0,22.0,320.0,29.8,10.0
37.0,52.0,15.0,300.0,29.97,10.0
48.0,24.0,15.0,340.0,30.41,10.0
52.0,77.0,6.0,310.0,29.94,10.0
39.0,82.0,11.0,330.0,29.95,10.0
44.0,65.0,11.0,280.0,30.01,10.0
33.0,42.0,14.0,300.0,30.2,10.0
74.0,38.0,11.0,360.0,29.98,10.0
54.0,47.0,26.0,300.0,29.58,10.0
32.0,64.0,11.0,310.0,30.12,10.0
39.0,82.0,13.0,320.0,29.95,10.0
37.0,62.0,18.0,320.0,30.0,10.0
60.0,33.0,8.0,330.0,30.04,10.0
59.0,69.0,14.0,340.0,30.15,10.0
63.0,78.0,6.0,270.0,29.88,8.0
60.0,41.0,11.0,310.0,30.03,10.0
81.0,61.0,13.0,290.0,29.65,10.0
52.0,49.0,14.0,330.0,30.0,10.0
77.0,18.0,9.0,300.0,30.01,10.0
54.0,72.0,16.0,330.0,29.73,10.0
84.0,38.0,6.0,360.0,30.16,10.0
37.0,62.0,16.0,310.0,30.04,10.0
72.0,31.0,10.0,260.0,29.95,10.0
66.0,52.0,16.0,300.0,30.03,10.0
39.0,60.0,11.0,300.0,29.96,10.0
